idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,thumbnail
UNHCR_SYR_2020_PDM_COVID_SEPTEMBER_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Interventions, September 2020",Syrian Arab Republic,2020,2020,MENA,Middle East and North Africa,2022-06-18T17:29:33+00:00,2022-06-18T17:29:33+00:00,178,12769,UNHCR,0,1,survey,690,https://microdata.unhcr.org/index.php/catalog/690,,
UNHCR_SYR_2021_PA_R_v2.1,3,licensed,"Participatory Assessment for Syrians, 2021",Syrian Arab Republic,2021,2021,MENA,Middle East and North Africa,2022-06-18T20:40:41+00:00,2022-06-18T20:40:41+00:00,342,23276,UNHCR,0,1,survey,691,https://microdata.unhcr.org/index.php/catalog/691,,
UNHCR_SYR_2021_PA_S_v2.1,3,licensed,"Participatory Assessment for Refugees, 2021",Syrian Arab Republic,2021,2022,MENA,Middle East and North Africa,2022-06-18T20:58:57+00:00,2022-06-18T20:58:57+00:00,1175,54173,UNHCR,373,1,survey,692,https://microdata.unhcr.org/index.php/catalog/692,,
UNHCR_JIPS_SDN_2021_CERF_BlueNile_v2.1,3,licensed,"Durable Solutions Analysis Survey: Blue Nile State, 2021",Sudan,2021,2021,EHA,East and Horn of Africa,2022-06-27T15:41:51+00:00,2022-06-27T15:41:51+00:00,171,14643,"UNHCR, JIPS",336,1,survey,693,https://microdata.unhcr.org/index.php/catalog/693,,
ORR_USA_2018_ASR_vEXT,5,remote,"Annual Survey of Refugees, 2018",United States of America,2019,2019,EXT,Other organizations,2022-06-27T08:52:08+00:00,2022-06-27T08:52:56+00:00,280,20752,"Office of Refugee Resettlement, Urban Institute (Contractor)",0,1,survey,695,https://microdata.unhcr.org/index.php/catalog/695,,
ORR_USA_2017_ASR_vEXT,5,remote,"Annual Survey of Refugees, 2017",United States of America,2018,2018,EXT,Other organizations,2022-06-27T09:44:02+00:00,2022-06-27T09:44:15+00:00,252,18915,"Office of Refugee Resettlement, Urban Institute (Contractor)",0,1,survey,696,https://microdata.unhcr.org/index.php/catalog/696,,
UNHCR_JIPS_SDN_2021_CERF_SouthDarfur_v2.1,3,licensed,"Durable Solutions Analysis Survey: South Darfur State, 2021",Sudan,2021,2021,EHA,East and Horn of Africa,2022-06-27T15:37:26+00:00,2022-06-27T15:37:26+00:00,170,14978,"UNHCR, JIPS",202,1,survey,697,https://microdata.unhcr.org/index.php/catalog/697,,
UNHCR_JIPS_SDN_2021_CERF_NorthDarfur_v2.1,3,licensed,"Durable Solutions Analysis Survey: North Darfur State, 2021",Sudan,2021,2021,EHA,East and Horn of Africa,2022-06-27T16:04:38+00:00,2022-06-27T16:04:38+00:00,169,14179,"UNHCR, JIPS",610,1,survey,698,https://microdata.unhcr.org/index.php/catalog/698,,
UNHCR_JIPS_SDN_2021_CERF_SouthKordofan_v2.1,3,licensed,"Durable Solutions Analysis Survey: South Kordofan State, 2021",Sudan,2021,2021,EHA,East and Horn of Africa,2022-06-29T11:28:22+00:00,2022-06-29T11:28:22+00:00,174,12618,"UNHCR, JIPS",170,1,survey,699,https://microdata.unhcr.org/index.php/catalog/699,,
UNHCR_JIPS_SDN_2021_CERF_WestDarfur_v2.1,3,licensed,"Durable Solutions Analysis Survey: West Darfur State, 2021",Sudan,2021,2021,EHA,East and Horn of Africa,2022-06-29T14:39:17+00:00,2022-06-29T14:39:17+00:00,167,14096,"UNHCR, JIPS",254,1,survey,700,https://microdata.unhcr.org/index.php/catalog/700,,
UNHCR_WFP_RWA_2021_JPDM_v2.1,3,licensed,"Joint UNHCR/WFP Post Distribution Monitoring - September, 2021",Rwanda,2021,2021,EHA,East and Horn of Africa,2022-07-01T12:33:21+00:00,2022-07-01T12:33:21+00:00,362,22475,"UNHCR, WFP",502,1,survey,701,https://microdata.unhcr.org/index.php/catalog/701,,
UNHCR_AFG_2021_PARR_December_KII_v2.1,3,licensed,"Evaluation of Community-Based Protection and Solutions Programme in Priority Areas of Return and Re-integration in Afghanistan, Key Informants Interview - December 2021",Afghanistan,2021,2021,ASIA,Asia Pacific,2022-07-04T15:32:44+00:00,2022-07-04T15:32:44+00:00,566,33525,"UNHCR, IMPACT",1747,1,survey,703,https://microdata.unhcr.org/index.php/catalog/703,,
WBG_ETH_2020_HFPSR_v01_M,5,remote,Monitoring COVID-19 Impact on Refugees in Ethiopia: High-Frequency Phone Survey of Refugees 2020,Ethiopia,2020,2020,WBG,The World Bank Microdata Library,2022-07-05T11:29:36+00:00,2022-07-05T11:29:53+00:00,392,39009,World Bank-UNHCR Joint Data Center on Forced Displacement (JDC),0,1,survey,704,https://microdata.unhcr.org/index.php/catalog/704,,
UNHCR_KEN_2021_SES_Urban_v2.1,3,licensed,Socioeconomic Survey of Urban Refugees in Kenya - 2021,Kenya,2020,2020,EHA,East and Horn of Africa,2022-07-18T10:11:28+00:00,2025-04-04T10:42:42+00:00,459,47571,"UNHCR, The World Bank",746,1,survey,706,https://microdata.unhcr.org/index.php/catalog/706,,
UNHCR_UGA_2022_IPE_HHVisits_v2.1,3,licensed,"Socioeconomic assessment of refugees through Individual Profiling Exercise - Home Visits, 2022",Uganda,2022,2022,EHA,East and Horn of Africa,2022-07-19T09:37:39+00:00,2022-07-19T09:37:39+00:00,448,32144,UNHCR,371,1,survey,707,https://microdata.unhcr.org/index.php/catalog/707,,
UNHCR_WFP_COD_2021_JAM_Burundi_v2.1,3,licensed,Joint Assessment of Refugees from Burundi in Lusenda and Mulongwe Refugee Camps – Jan 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T08:20:30+00:00,2022-08-22T08:20:30+00:00,224,14646,"UNHCR, WFP",342,1,survey,708,https://microdata.unhcr.org/index.php/catalog/708,,
UNHCR_WFP_COD_2021_JAM_CAR_InCamp_v2.1,3,licensed,Joint Assessment of Refugees from from Central African Republic in North and South Ubangi Living in Camps – Sep 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T08:10:59+00:00,2022-08-22T08:10:59+00:00,380,21206,"UNHCR, WFP",332,1,survey,709,https://microdata.unhcr.org/index.php/catalog/709,,
UNHCR_WFP_COD_2021_JAM_CAR_OutCamp_v2.1,3,licensed,Joint assessment of Refugees from Central African Republic in North and South Ubangi Living Outside of Camps – Oct 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T08:56:26+00:00,2022-08-22T08:56:26+00:00,435,23051,"UNHCR, WFP",369,1,survey,710,https://microdata.unhcr.org/index.php/catalog/710,,
UNHCR_WFP_COD_2021_JAM_SouthSudan_v2.1,3,licensed,"Joint Assessment of Refugees from South Sudan in the Sites in Biringi, Bele and Meri – Mar 2021",Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T08:14:54+00:00,2022-08-22T08:14:54+00:00,416,25119,"UNHCR, WFP",373,1,survey,711,https://microdata.unhcr.org/index.php/catalog/711,,
UNHCR_AFG_2021_MSRNA_v2.1,3,licensed,Multi-Sectorial Rapid Assessments - 2021,Afghanistan,2021,2021,ASIA,Asia Pacific,2022-08-26T13:08:11+00:00,2022-08-26T13:08:11+00:00,183,16239,UNHCR,429,1,survey,712,https://microdata.unhcr.org/index.php/catalog/712,,
INEI_PER_2022_ENPOVE_v1.1,1,direct,Survey Directed to the Venezuelan Population Residing in the Country - 2022,Peru,2022,2022,EXT,Other organizations,2022-09-07T23:21:10+00:00,2022-09-07T23:22:47+00:00,0,3115,Instituto Nacional de Estadística e Informática,280,1,survey,714,https://microdata.unhcr.org/index.php/catalog/714,,
UNHCR_TZA_2021_KAP_Mtendeli_v2.1,3,licensed,WASH KAP in Mtendeli Camp - April 2021,Tanzania (United Republic of),2021,2021,EHA,East and Horn of Africa,2022-11-14T16:05:44+00:00,2022-11-14T16:05:44+00:00,276,18322,UNHCR,310,1,survey,715,https://microdata.unhcr.org/index.php/catalog/715,,
UNHCR_TZA_2021_KAP_Nduta_v2.1,3,licensed,WASH KAP in Nduta Camp - April 2021,Tanzania (United Republic of),2021,2021,EHA,East and Horn of Africa,2022-11-14T16:06:03+00:00,2022-11-14T16:06:03+00:00,267,19728,UNHCR,418,1,survey,716,https://microdata.unhcr.org/index.php/catalog/716,,
UNHCR_PER_2022_FM_PUNO_v2.1,3,licensed,"Flow Monitoring Tacna and Puno, Q2 2022",Peru,2022,2022,SA,Americas,2023-01-05T17:07:13+00:00,2023-01-05T17:14:16+00:00,227,14808,UNHCR,0,1,survey,717,https://microdata.unhcr.org/index.php/catalog/717,,
UNHCR_PER_2021_FM_PUNO_v2.1,3,licensed,"Flow Monitoring Tacna and Puno, Q2 2021",Peru,2021,2022,SA,Americas,2022-09-24T00:56:31+00:00,2023-01-05T03:51:27+00:00,283,17126,UNHCR,0,1,survey,718,https://microdata.unhcr.org/index.php/catalog/718,,
UNHCR_PER_2022_FM_CUSCO_v2.1,3,licensed,"Flow Monitoring Cusco and Madre de Dios, Q2 2022",Peru,2022,2022,SA,Americas,2022-09-13T02:39:05+00:00,2023-01-05T03:51:37+00:00,255,14880,UNHCR,0,1,survey,719,https://microdata.unhcr.org/index.php/catalog/719,,
UNHCR_PER_2022_FM_TUMBES_ENTRIES_v2.1,3,licensed,"Flow Monitoring Tumbes (Entries), Q2 2022",Peru,2021,2022,SA,Americas,2022-09-24T02:22:01+00:00,2023-01-05T03:51:25+00:00,200,11255,UNHCR,0,1,survey,721,https://microdata.unhcr.org/index.php/catalog/721,,
UNHCR_PER_2022_FM_TUMBES_EXITS_v2.1,3,licensed,"Flow Monitoring Tumbes (Exits), Q2 2022",Peru,2022,2022,SA,Americas,2022-09-13T04:34:04+00:00,2023-01-05T03:51:33+00:00,163,10936,UNHCR,0,1,survey,722,https://microdata.unhcr.org/index.php/catalog/722,,
UNHCR_PER_2021_FM_TUMBES_EXITS_v2.1,3,licensed,"Flow Monitoring Tumbes (Exits), Q2 2021",Peru,2021,2022,SA,Americas,2022-09-24T00:54:25+00:00,2023-01-05T03:51:29+00:00,106,7554,UNHCR,0,1,survey,723,https://microdata.unhcr.org/index.php/catalog/723,,
UNHCR_PER_2021_FM_TUMBES_ENTRIES_v2.1,3,licensed,"Flow Monitoring Tumbes (Entries), Q2 2021",Peru,2020,2022,SA,Americas,2022-09-24T00:50:32+00:00,2023-01-05T03:51:31+00:00,152,9450,UNHCR,0,1,survey,724,https://microdata.unhcr.org/index.php/catalog/724,,
UNHCR_TZA_2021_KAP_New_Nyarugusu_v2.1,3,licensed,WASH KAP in New Nyarugusu Camp - April 2021,Tanzania (United Republic of),2021,2021,EHA,East and Horn of Africa,2022-11-14T16:05:18+00:00,2022-11-14T16:05:18+00:00,274,17731,UNHCR,378,1,survey,725,https://microdata.unhcr.org/index.php/catalog/725,,
UNHCR_CAF_2021_PROTECTION_MONITORING_v2.1,3,licensed,Protection Incidents Monitoring - Individual - 2021,Central African Republic,2021,2021,WA,West and Central Africa,2022-09-29T07:45:38+00:00,2022-09-29T07:45:38+00:00,37,5640,UNHCR,178,1,survey,730,https://microdata.unhcr.org/index.php/catalog/730,,
UNHCR_CAF_2022_PROTECTION_MONITORING_v2.1,3,licensed,Protection Incidents Monitoring - Individual - Q1 & Q2 2022,Central African Republic,2022,2022,WA,West and Central Africa,2022-09-29T07:44:09+00:00,2022-09-29T07:44:09+00:00,37,5548,UNHCR,1121,1,survey,731,https://microdata.unhcr.org/index.php/catalog/731,,
UNHCR_CAF_2019_PROTECTION_MONITORING_v2.1,3,licensed,Protection Incident monitoring - Individual - 2019,Central African Republic,2019,2019,WA,West and Central Africa,2022-09-29T08:00:16+00:00,2022-09-29T08:00:16+00:00,49,9110,UNHCR,340,1,survey,733,https://microdata.unhcr.org/index.php/catalog/733,,
UNHCR_PAK_2022_CBI_v2.1,3,licensed,Post-Distribution Monitoring of Cash-Based Interventions - 2022,Pakistan,2022,2022,ASIA,Asia Pacific,2022-09-15T09:18:26+00:00,2022-09-15T09:18:26+00:00,196,12438,UNHCR,412,1,survey,734,https://microdata.unhcr.org/index.php/catalog/734,,
UNHCR_UGA_2021_CBIWomen_v2.1,3,licensed,Post-Distribution Monitoring of Cash-Based Interventions for Women at Risk - November 2021,Uganda,2021,2021,EHA,East and Horn of Africa,2022-09-22T14:20:41+00:00,2022-09-22T14:20:41+00:00,123,9572,UNHCR,318,1,survey,735,https://microdata.unhcr.org/index.php/catalog/735,,
UNHCR_NER_2021_RETURN_INTENTION_v2.1,3,licensed,Intention Survey of Nigerian Refugees in DIFFA Region 2021,Niger,2021,2021,WA,West and Central Africa,2022-09-15T19:05:25+00:00,2022-09-15T19:05:25+00:00,159,9675,UNHCR,140,1,survey,736,https://microdata.unhcr.org/index.php/catalog/736,,
UNHCR_JOR_2022_VAF_CAMP_v2.1,3,licensed,"Vulnerability Assessment Framework Population Survey for Refugees Living in Camps, 2022",Jordan,2021,2021,MENA,Middle East and North Africa,2022-09-24T00:33:42+00:00,2022-09-24T00:33:42+00:00,1348,77505,"UNHCR, MINDSET",839,1,survey,739,https://microdata.unhcr.org/index.php/catalog/739,,
UNHCR_NER_2021_CBI_PDM_TILLABERY_v2.1,3,licensed,Cash-based Intervention Post-distribution Monitoring in Tillabery Region of Niger in 2021,Niger,2021,2021,WA,West and Central Africa,2022-09-29T07:58:43+00:00,2022-09-29T07:58:43+00:00,172,10064,UNHCR,520,1,survey,741,https://microdata.unhcr.org/index.php/catalog/741,,
UNHCR_AGO_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Angola,2021,2021,SAO,Southern Africa,2022-09-18T00:13:41+00:00,2024-09-23T14:19:52+00:00,106,8250,UNHCR,182,1,survey,742,https://microdata.unhcr.org/index.php/catalog/742,,
UNHCR_BGD_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Bangladesh,2021,2021,ASIA,Asia Pacific,2022-09-18T00:24:43+00:00,2024-09-23T14:20:26+00:00,106,8965,UNHCR,220,1,survey,744,https://microdata.unhcr.org/index.php/catalog/744,,
UNHCR_CMR_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Cameroon,2021,2021,WA,West and Central Africa,2022-09-18T00:26:14+00:00,2024-09-23T14:20:37+00:00,106,6918,UNHCR,158,1,survey,745,https://microdata.unhcr.org/index.php/catalog/745,,
UNHCR_COD_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-09-18T00:26:21+00:00,2024-09-23T14:21:24+00:00,106,6597,UNHCR,161,1,survey,746,https://microdata.unhcr.org/index.php/catalog/746,,
UNHCR_COG_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021","Congo, Rep.",2021,2021,SAO,Southern Africa,2022-09-18T00:26:34+00:00,2024-09-23T14:21:11+00:00,106,6669,UNHCR,144,1,survey,747,https://microdata.unhcr.org/index.php/catalog/747,,
UNHCR_CRI_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Costa Rica,2021,2021,SA,Americas,2022-09-18T00:26:41+00:00,2024-09-23T14:21:44+00:00,106,7115,UNHCR,143,1,survey,748,https://microdata.unhcr.org/index.php/catalog/748,,
UNHCR_DJI_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Djibouti,2021,2021,EHA,East and Horn of Africa,2022-09-18T00:26:49+00:00,2024-09-23T14:21:54+00:00,106,8085,UNHCR,173,1,survey,749,https://microdata.unhcr.org/index.php/catalog/749,,
UNHCR_GHA_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Ghana,2021,2021,WA,West and Central Africa,2022-09-18T00:26:56+00:00,2024-09-23T14:22:04+00:00,106,7958,UNHCR,168,1,survey,750,https://microdata.unhcr.org/index.php/catalog/750,,
UNHCR_JOR_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Jordan,2021,2021,MENA,Middle East and North Africa,2022-09-18T00:27:04+00:00,2024-09-23T14:22:14+00:00,106,7905,UNHCR,145,1,survey,751,https://microdata.unhcr.org/index.php/catalog/751,,
UNHCR_KEN_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Kenya,2021,2021,EHA,East and Horn of Africa,2022-09-18T00:27:12+00:00,2024-09-23T14:22:24+00:00,106,8273,UNHCR,187,1,survey,752,https://microdata.unhcr.org/index.php/catalog/752,,
UNHCR_MAR_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Morocco,2021,2021,MENA,Middle East and North Africa,2022-09-18T00:27:21+00:00,2024-09-23T14:22:33+00:00,106,7545,UNHCR,183,1,survey,753,https://microdata.unhcr.org/index.php/catalog/753,,
UNHCR_NAM_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Namibia,2021,2021,SAO,Southern Africa,2022-09-18T00:27:29+00:00,2024-09-23T14:22:43+00:00,106,7798,UNHCR,137,1,survey,754,https://microdata.unhcr.org/index.php/catalog/754,,
UNHCR_NER_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Niger,2021,2021,WA,West and Central Africa,2022-09-18T00:27:36+00:00,2024-09-23T14:22:53+00:00,106,8258,UNHCR,155,1,survey,755,https://microdata.unhcr.org/index.php/catalog/755,,
UNHCR_NGA_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Nigeria,2021,2021,WA,West and Central Africa,2022-09-18T00:27:44+00:00,2024-09-23T14:23:04+00:00,106,7526,UNHCR,184,1,survey,756,https://microdata.unhcr.org/index.php/catalog/756,,
UNHCR_PAN_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Panama,2021,2021,SA,Americas,2022-09-18T00:27:54+00:00,2024-09-23T14:23:13+00:00,106,6554,UNHCR,133,1,survey,757,https://microdata.unhcr.org/index.php/catalog/757,,
UNHCR_PHL_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Philippines,2021,2021,ASIA,Asia Pacific,2022-09-18T00:28:02+00:00,2024-09-23T14:23:24+00:00,106,8704,UNHCR,205,1,survey,758,https://microdata.unhcr.org/index.php/catalog/758,,
UNHCR_SOM_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Somalia,2021,2021,EHA,East and Horn of Africa,2022-09-18T00:28:09+00:00,2024-09-23T14:23:33+00:00,106,8484,UNHCR,173,1,survey,759,https://microdata.unhcr.org/index.php/catalog/759,,
UNHCR_SSD_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",South Sudan,2021,2021,EHA,East and Horn of Africa,2022-09-18T00:28:17+00:00,2024-09-23T14:23:43+00:00,106,8515,UNHCR,176,1,survey,760,https://microdata.unhcr.org/index.php/catalog/760,,
UNHCR_SYR_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Syrian Arab Republic,2021,2021,MENA,Middle East and North Africa,2022-09-18T00:28:27+00:00,2024-09-23T14:20:04+00:00,106,9067,UNHCR,145,1,survey,761,https://microdata.unhcr.org/index.php/catalog/761,,
UNHCR_TCD_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Chad,2021,2021,WA,West and Central Africa,2022-09-18T00:28:38+00:00,2024-09-23T14:20:48+00:00,106,7191,UNHCR,159,1,survey,762,https://microdata.unhcr.org/index.php/catalog/762,,
UNHCR_ZAF_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",South Africa,2021,2021,SAO,Southern Africa,2022-09-18T00:28:47+00:00,2024-09-23T14:19:42+00:00,106,7207,UNHCR,136,1,survey,763,https://microdata.unhcr.org/index.php/catalog/763,,
UNHCR_ZMB_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Zambia,2021,2021,SAO,Southern Africa,2022-09-18T00:28:54+00:00,2024-09-23T14:23:53+00:00,106,8635,UNHCR,173,1,survey,764,https://microdata.unhcr.org/index.php/catalog/764,,
UNHCR_ARG_2021_LIS_data_v1.1,3,licensed,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Argentina,2021,2021,SA,Americas,2022-09-18T00:30:35+00:00,2024-09-23T14:20:14+00:00,106,7510,UNHCR,159,1,survey,765,https://microdata.unhcr.org/index.php/catalog/765,,
UNHCR_CMR_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Cameroon,2021,2021,WA,West and Central Africa,2022-09-18T01:23:17+00:00,2022-09-18T01:23:17+00:00,101,8005,UNHCR,188,1,survey,766,https://microdata.unhcr.org/index.php/catalog/766,,
UNHCR_KEN_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Kenya,2021,2021,EHA,East and Horn of Africa,2022-09-18T01:26:22+00:00,2022-09-18T01:26:22+00:00,101,12597,UNHCR,261,1,survey,767,https://microdata.unhcr.org/index.php/catalog/767,,
UNHCR_NER_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Niger,2021,2021,WA,West and Central Africa,2022-09-18T01:26:35+00:00,2022-09-18T01:26:35+00:00,101,8921,UNHCR,146,1,survey,768,https://microdata.unhcr.org/index.php/catalog/768,,
UNHCR_SSD_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",South Sudan,2021,2021,EHA,East and Horn of Africa,2022-09-18T01:26:41+00:00,2022-09-18T01:26:41+00:00,101,8678,UNHCR,196,1,survey,769,https://microdata.unhcr.org/index.php/catalog/769,,
UNHCR_TZA_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Tanzania (United Republic of),2021,2021,EHA,East and Horn of Africa,2022-09-18T01:26:47+00:00,2022-09-18T01:26:47+00:00,101,8716,UNHCR,280,1,survey,770,https://microdata.unhcr.org/index.php/catalog/770,,
UNHCR_YEM_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Yemen,2021,2021,MENA,Middle East and North Africa,2022-09-18T01:27:12+00:00,2022-09-18T01:27:12+00:00,101,8823,UNHCR,181,1,survey,771,https://microdata.unhcr.org/index.php/catalog/771,,
UNHCR_ZWE_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Zimbabwe,2021,2021,SAO,Southern Africa,2022-09-18T01:27:18+00:00,2022-09-18T01:27:18+00:00,101,8450,UNHCR,186,1,survey,772,https://microdata.unhcr.org/index.php/catalog/772,,
UNHCR_AFG_2021_22_PDM_v2.1,3,licensed,Post-Distribution Monitoring of Cash-Based Interventions - 2021-22,Afghanistan,2021,2022,ASIA,Asia Pacific,2022-09-19T11:46:04+00:00,2022-09-19T11:46:04+00:00,216,14826,UNHCR,0,1,survey,773,https://microdata.unhcr.org/index.php/catalog/773,,
UNHCR_IRQ_2020_PM_COVID_v2.1,3,licensed,"Protection Monitoring of Refugees in Response to COVID-19, 2020",Iraq,2020,2020,MENA,Middle East and North Africa,2022-09-24T00:23:55+00:00,2022-09-24T00:23:55+00:00,163,21360,UNHCR,822,1,survey,774,https://microdata.unhcr.org/index.php/catalog/774,,
UNHCR_TCD_2021_SENS_EAST_SOUTH_LAKE_REGION_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (East, South and Lake Region) - 2021",Chad,2021,2021,WA,West and Central Africa,2022-09-29T07:30:55+00:00,2022-09-29T07:30:55+00:00,129,10717,UNHCR,241,1,survey,775,https://microdata.unhcr.org/index.php/catalog/775,,
UNHCR_AFG_2021_volrep_anon_data_v2.1,3,licensed,Voluntary Repatriation 2021,Afghanistan,2021,2021,ASIA,Asia Pacific,2022-09-26T09:15:29+00:00,2022-09-26T09:15:29+00:00,11,4133,UNHCR,0,1,survey,776,https://microdata.unhcr.org/index.php/catalog/776,,
UNHCR_IDN_2021_SES_IVR_v2.1,3,licensed,Socio-Economic IVR Survey - 2021,Indonesia,2021,2021,ASIA,Asia Pacific,2022-09-26T11:43:08+00:00,2022-09-26T11:43:08+00:00,60,7054,UNHCR,0,1,survey,777,https://microdata.unhcr.org/index.php/catalog/777,,
UNHCR_SVK_2022_MSNA_v2.1,3,licensed,Multi-Sector Needs Assessment - 2022,Slovakia,2022,2022,EURO,Europe,2022-10-18T08:57:16+00:00,2022-10-18T08:57:16+00:00,398,24617,"REACH, UNHCR, People in Need",188,1,survey,778,https://microdata.unhcr.org/index.php/catalog/778,,
UNHCRWFP_ZMB_2020_JNA_v2.1,3,licensed,Joint WFP/UNHCR Needs Assessment Mantapala Settlement - 2020,Zambia,2020,2020,SAO,Southern Africa,2022-10-18T07:05:55+00:00,2022-10-18T07:05:55+00:00,510,25862,"UNHCR, WFP",156,1,survey,779,https://microdata.unhcr.org/index.php/catalog/779,,
UNHCR_MDA_2022_05_09_protmon_v2.1,3,licensed,Protection Profiling and Monitoring - May-Dec 2022,Moldova (the Republic of),2022,2022,EURO,Europe,2023-02-06T12:52:15+00:00,2023-02-06T12:52:15+00:00,106,10423,UNHCR,577,1,survey,780,https://microdata.unhcr.org/index.php/catalog/780,,
UNHCR_ZAF_2022_RMS_v2.1,3,licensed,Results Monitoring Survey - 2022,South Africa,2022,2022,SAO,Southern Africa,2022-10-26T08:42:22+00:00,2022-10-26T08:42:22+00:00,214,16113,UNHCR,717,1,survey,781,https://microdata.unhcr.org/index.php/catalog/781,,
UNHCR_COD_2019_SENS_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (refugees from Burundi, Central African Republic and South Sudan) - 2019",Congo (Democratic Republic of the),2019,2019,SAO,Southern Africa,2022-10-31T09:17:54+00:00,2022-10-31T09:17:54+00:00,311,25671,UNHCR,587,1,survey,782,https://microdata.unhcr.org/index.php/catalog/782,,
UNHCR_EU_2022_ukr_intentions_round2_v2.1,3,licensed,Survey of intentions and perspectives of refugees from Ukraine #2 - Sept 2022,"Belgium, Bulgaria, Czech Republic...and 10 more",2022,2022,EURO,Europe,2023-07-06T10:27:45+00:00,2023-07-06T10:44:28+00:00,219,24738,UNHCR,622,1,survey,783,https://microdata.unhcr.org/index.php/catalog/783,,
UNHCR_POL_2022_05_09_protmon_v2.1,3,licensed,Protection Profiling and Monitoring - May-Dec 2022,Poland,2022,2022,EURO,Europe,2023-02-06T13:02:39+00:00,2023-03-02T15:05:17+00:00,106,12314,UNHCR,1555,1,survey,786,https://microdata.unhcr.org/index.php/catalog/786,,
UNHCR_JOR_2022_VAF_HOST_v2.1,3,licensed,"Vulnerability Assessment Framework Population Survey for Refugees in Host Communities, 2022",Jordan,2021,2021,MENA,Middle East and North Africa,2022-11-17T23:36:51+00:00,2022-11-17T23:36:51+00:00,1267,67968,"UNHCR, Samuel Hall",887,1,survey,793,https://microdata.unhcr.org/index.php/catalog/793,,
UNHCR_TZA_2021_SENS_Mtendeli_v2.1,3,licensed,Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps: Mtendeli - Sept/October 2021,Tanzania (United Republic of),2021,2021,EHA,East and Horn of Africa,2022-11-24T09:42:10+00:00,2022-11-24T09:42:10+00:00,177,11556,"UNHCR, UNICEF, Minister of Health, Tanzania Food and Nutrition centre, Tanzania Red Cross Society, Medecins sans Frontieres, World Vision, Medical Teams International",128,1,survey,794,https://microdata.unhcr.org/index.php/catalog/794,,
